"Year","Route","Latitude","Longitude","Richness","Abundance"
1986,132,26.9297114,-82.0333415,55,527
1986,135,25.1388716,-80.9335333,33,398
1987,1,30.9291812,-87.4079434,50,391
1987,2,30.3755433,-86.2758321,46,743
1987,3,30.5193157,-86.4809129,43,288
1987,4,30.5288404,-85.1334541,41,421
1987,5,30.3372497,-85.2869789,41,365
1987,6,30.5950194,-84.0413094,57,648
1987,7,30.3898527,-85.9004499,59,591
1987,9,29.7818335,-85.3003555,57,583
1987,10,30.2734632,-83.8569684,66,784
1987,11,29.6686989,-83.3782062,58,679
1987,12,30.5026237,-82.7337409,52,598
1987,13,29.5468457,-82.2630299,54,783
1987,14,29.1916199,-82.394802,51,786
1987,15,29.9877641,-84.9762879,46,437
1987,16,28.0363157,-82.5050049,54,1010
1987,17,27.4438745,-82.1186659,49,829
1987,18,29.8899427,-81.3438119,44,552
1987,19,30.7202649,-81.9062085,41,403
1987,20,28.3266818,-82.3022052,55,949
1987,21,29.8970697,-81.8343049,51,383
1987,22,28.1788407,-81.8605659,51,908
1987,23,28.5723877,-81.9816829,54,1180
1987,24,27.3232866,-81.4189503,45,818
1987,25,28.7481187,-80.8712309,61,1530
1987,26,26.2943143,-81.448561,33,534
1987,27,27.6610372,-82.1462286,47,862
1987,28,25.7510497,-80.9676799,39,377
1987,30,27.9626301,-80.9673345,55,768
1987,31,26.9657323,-80.3854635,41,436
1987,36,25.0015697,-80.5364609,38,742
1987,37,30.2531989,-82.1623546,41,315
1987,38,30.0999027,-81.8070759,48,521
1987,39,26.3678027,-80.2032849,24,379
1987,40,26.0594807,-80.4340449,42,968
1987,51,30.3334747,-87.1400909,38,421
1987,52,30.7209289,-86.7860494,46,286
1987,53,30.7184797,-86.1160696,48,505
1987,54,30.5335474,-85.2426415,54,463
1987,55,30.9498107,-85.7419899,56,573
1987,56,30.2929508,-83.6676053,68,763
1987,57,30.387698,-84.6639032,47,364
1987,58,30.3506092,-83.3399191,55,659
1987,59,30.0205957,-82.811155,47,595
1987,60,30.5196049,-81.9519897,59,462
1987,61,30.5193097,-83.2158819,57,1559
1987,62,29.9468226,-84.340943,60,627
1987,63,29.5359317,-81.8774959,43,377
1987,64,29.4080424,-81.1983453,55,611
1987,65,29.1174077,-82.2183149,47,600
1987,66,28.6471072,-82.1719367,50,598
1987,67,28.1011187,-80.8980039,56,2065
1987,68,28.6901383,-81.5469756,39,747
1987,69,28.3225489,-81.3372759,47,638
1987,70,27.7698971,-82.3349393,43,977
1987,71,27.2920427,-82.0563269,56,1043
1987,72,27.4266407,-81.5833199,53,1009
1987,73,27.7611546,-81.4536353,58,827
1987,74,27.2364427,-80.5471555,37,583
1987,75,27.8600237,-80.4486919,22,306
1987,76,26.3358707,-80.5359109,34,1132
1987,77,26.0856265,-80.2292965,33,562
1987,78,25.6040397,-80.4097679,33,1178
1987,80,25.3839437,-80.3715899,35,577
1987,81,26.5587549,-81.126711,42,902
1987,82,26.8751997,-81.3585199,51,770
1987,83,24.6730127,-81.2450339,34,406
1987,85,28.2764097,-82.6352619,56,710
1987,86,26.9459847,-81.7610009,46,448
1987,87,25.9322682,-81.6570333,35,312
1987,108,30.3242578,-85.0052085,60,631
1987,129,27.9007144,-81.7191254,52,1048
1987,132,26.9297114,-82.0333415,44,537
1987,135,25.1388716,-80.9335333,30,423
1987,901,30.2634445,-84.6552242,44,762
1987,903,29.3967527,-81.8082819,28,364
1987,904,30.9635097,-85.1179618,54,623
1987,905,28.5817572,-82.1873953,48,586
1987,906,28.3029119,-81.9184945,50,804
1987,911,26.8544437,-80.2678139,47,583
1987,912,26.3353906,-80.5399018,32,1151
1988,1,30.9291812,-87.4079434,50,462
1988,2,30.3755433,-86.2758321,47,788
1988,3,30.5193157,-86.4809129,49,400
1988,4,30.5288404,-85.1334541,34,292
1988,6,30.5950194,-84.0413094,62,868
1988,7,30.3898527,-85.9004499,60,682
1988,9,29.7818335,-85.3003555,51,675
1988,10,30.2734632,-83.8569684,60,884
1988,11,29.6686989,-83.3782062,55,692
1988,12,30.5026237,-82.7337409,46,544
1988,13,29.5468457,-82.2630299,52,608
1988,14,29.1916199,-82.394802,53,989
1988,15,29.9877641,-84.9762879,52,703
1988,16,28.0363157,-82.5050049,43,1022
1988,17,27.4438745,-82.1186659,51,850
1988,18,29.8899427,-81.3438119,41,633
1988,19,30.7202649,-81.9062085,49,378
1988,20,28.3266818,-82.3022052,58,1033
1988,21,29.8970697,-81.8343049,44,413
1988,22,28.1788407,-81.8605659,51,1088
1988,23,28.5723877,-81.9816829,50,1154
1988,24,27.3232866,-81.4189503,54,832
1988,25,28.7481187,-80.8712309,64,1968
1988,26,26.2943143,-81.448561,29,357
1988,27,27.6610372,-82.1462286,48,771
1988,30,27.9626301,-80.9673345,52,735
1988,31,26.9657323,-80.3854635,41,1009
1988,36,25.0015697,-80.5364609,42,1006
1988,37,30.2531989,-82.1623546,45,361
1988,38,30.0999027,-81.8070759,42,558
1988,39,26.3678027,-80.2032849,30,560
1988,40,26.0594807,-80.4340449,33,639
1988,51,30.3334747,-87.1400909,44,702
1988,52,30.7209289,-86.7860494,47,354
1988,53,30.7184797,-86.1160696,59,759
1988,54,30.5335474,-85.2426415,46,495
1988,55,30.9498107,-85.7419899,64,606
1988,56,30.2929508,-83.6676053,54,791
1988,57,30.387698,-84.6639032,46,718
1988,58,30.3506092,-83.3399191,48,1007
1988,59,30.0205957,-82.811155,47,768
1988,60,30.5196049,-81.9519897,53,465
1988,61,30.5193097,-83.2158819,55,1152
1988,62,29.9468226,-84.340943,61,782
1988,63,29.5359317,-81.8774959,44,386
1988,64,29.4080424,-81.1983453,57,618
1988,65,29.1174077,-82.2183149,47,568
1988,66,28.6471072,-82.1719367,45,615
1988,67,28.1011187,-80.8980039,49,2470
1988,68,28.6901383,-81.5469756,44,786
1988,69,28.3225489,-81.3372759,48,601
1988,70,27.7698971,-82.3349393,49,911
1988,71,27.2920427,-82.0563269,54,751
1988,72,27.4266407,-81.5833199,46,692
1988,73,27.7611546,-81.4536353,49,798
1988,74,27.2364427,-80.5471555,37,658
1988,75,27.8600237,-80.4486919,24,324
1988,76,26.3358707,-80.5359109,41,1215
1988,77,26.0856265,-80.2292965,32,603
1988,78,25.6040397,-80.4097679,41,1051
1988,79,25.4912637,-80.5425082,41,1060
1988,80,25.3839437,-80.3715899,35,409
1988,81,26.5587549,-81.126711,39,671
1988,82,26.8751997,-81.3585199,45,735
1988,84,29.6862263,-83.0674784,49,440
1988,85,28.2764097,-82.6352619,48,535
1988,86,26.9459847,-81.7610009,39,415
1988,87,25.9322682,-81.6570333,33,289
1988,108,30.3242578,-85.0052085,55,653
1988,129,27.9007144,-81.7191254,59,1047
1988,132,26.9297114,-82.0333415,47,454
1988,901,30.2634445,-84.6552242,50,779
1988,904,30.9635097,-85.1179618,59,982
1988,905,28.5817572,-82.1873953,43,548
1988,906,28.3029119,-81.9184945,40,512
1988,911,26.8544437,-80.2678139,39,428
1988,912,26.3353906,-80.5399018,34,731
1988,913,26.8333333,-81.6833333,53,562
1989,1,30.9291812,-87.4079434,51,520
1989,2,30.3755433,-86.2758321,43,783
1989,3,30.5193157,-86.4809129,51,400
1989,4,30.5288404,-85.1334541,40,265
1989,6,30.5950194,-84.0413094,53,823
1989,7,30.3898527,-85.9004499,59,644
1989,9,29.7818335,-85.3003555,57,565
1989,10,30.2734632,-83.8569684,57,828
1989,11,29.6686989,-83.3782062,58,676
1989,12,30.5026237,-82.7337409,51,512
1989,13,29.5468457,-82.2630299,56,542
1989,15,29.9877641,-84.9762879,51,695
1989,17,27.4438745,-82.1186659,38,585
1989,18,29.8899427,-81.3438119,48,563
1989,19,30.7202649,-81.9062085,47,453
1989,20,28.3266818,-82.3022052,55,895
1989,21,29.8970697,-81.8343049,49,464
1989,22,28.1788407,-81.8605659,59,967
1989,23,28.5723877,-81.9816829,60,986
1989,24,27.3232866,-81.4189503,45,724
1989,25,28.7481187,-80.8712309,64,1811
1989,26,26.2943143,-81.448561,37,564
1989,27,27.6610372,-82.1462286,46,828
1989,30,27.9626301,-80.9673345,57,658
1989,36,25.0015697,-80.5364609,33,885
1989,37,30.2531989,-82.1623546,47,446
1989,38,30.0999027,-81.8070759,46,419
1989,39,26.3678027,-80.2032849,28,728
1989,40,26.0594807,-80.4340449,35,598
1989,51,30.3334747,-87.1400909,34,442
1989,52,30.7209289,-86.7860494,54,500
1989,53,30.7184797,-86.1160696,55,721
1989,54,30.5335474,-85.2426415,46,425
1989,55,30.9498107,-85.7419899,57,682
1989,56,30.2929508,-83.6676053,58,767
1989,57,30.387698,-84.6639032,45,643
1989,58,30.3506092,-83.3399191,50,757
1989,59,30.0205957,-82.811155,51,716
1989,61,30.5193097,-83.2158819,60,910
1989,62,29.9468226,-84.340943,59,719
1989,63,29.5359317,-81.8774959,45,388
1989,64,29.4080424,-81.1983453,49,544
1989,65,29.1174077,-82.2183149,48,688
1989,66,28.6471072,-82.1719367,48,409
1989,67,28.1011187,-80.8980039,51,2445
1989,68,28.6901383,-81.5469756,38,629
1989,69,28.3225489,-81.3372759,54,725
1989,70,27.7698971,-82.3349393,38,447
1989,71,27.2920427,-82.0563269,57,1361
1989,72,27.4266407,-81.5833199,44,818
1989,73,27.7611546,-81.4536353,51,817
1989,75,27.8600237,-80.4486919,29,356
1989,76,26.3358707,-80.5359109,40,658
1989,77,26.0856265,-80.2292965,26,462
1989,78,25.6040397,-80.4097679,35,1106
1989,80,25.3839437,-80.3715899,32,530
1989,81,26.5587549,-81.126711,34,739
1989,82,26.8751997,-81.3585199,38,716
1989,84,29.6862263,-83.0674784,43,418
1989,85,28.2764097,-82.6352619,62,759
1989,86,26.9459847,-81.7610009,39,475
1989,87,25.9322682,-81.6570333,30,392
1989,108,30.3242578,-85.0052085,59,604
1989,116,28.0402277,-82.5089729,43,998
1989,129,27.9007144,-81.7191254,51,837
1989,132,26.9297114,-82.0333415,44,600
1989,903,29.3967527,-81.8082819,35,552
1989,904,30.9635097,-85.1179618,57,727
1989,905,28.5817572,-82.1873953,51,509
1989,911,26.8544437,-80.2678139,42,414
1989,913,26.8333333,-81.6833333,55,650
1990,1,30.9291812,-87.4079434,59,895
1990,2,30.3755433,-86.2758321,44,761
1990,3,30.5193157,-86.4809129,53,491
1990,4,30.5288404,-85.1334541,33,252
1990,5,30.3372497,-85.2869789,61,700
1990,6,30.5950194,-84.0413094,52,868
1990,7,30.3898527,-85.9004499,64,620
1990,9,29.7818335,-85.3003555,51,605
1990,10,30.2734632,-83.8569684,62,904
1990,11,29.6686989,-83.3782062,57,535
1990,12,30.5026237,-82.7337409,60,1285
1990,13,29.5468457,-82.2630299,47,648
1990,14,29.1916199,-82.394802,57,864
1990,15,29.9877641,-84.9762879,56,741
1990,17,27.4438745,-82.1186659,51,898
1990,18,29.8899427,-81.3438119,47,452
1990,19,30.7202649,-81.9062085,45,404
1990,20,28.3266818,-82.3022052,57,1036
1990,21,29.8970697,-81.8343049,41,294
1990,22,28.1788407,-81.8605659,50,780
1990,23,28.5723877,-81.9816829,53,1126
1990,24,27.3232866,-81.4189503,45,686
1990,25,28.7481187,-80.8712309,61,2006
1990,26,26.2943143,-81.448561,42,485
1990,27,27.6610372,-82.1462286,48,713
1990,30,27.9626301,-80.9673345,46,670
1990,36,25.0015697,-80.5364609,35,809
1990,37,30.2531989,-82.1623546,42,414
1990,38,30.0999027,-81.8070759,47,419
1990,39,26.3678027,-80.2032849,36,772
1990,51,30.3334747,-87.1400909,44,800
1990,52,30.7209289,-86.7860494,59,840
1990,53,30.7184797,-86.1160696,54,743
1990,54,30.5335474,-85.2426415,41,345
1990,55,30.9498107,-85.7419899,61,636
1990,56,30.2929508,-83.6676053,56,766
1990,57,30.387698,-84.6639032,50,673
1990,58,30.3506092,-83.3399191,50,647
1990,59,30.0205957,-82.811155,53,732
1990,60,30.5196049,-81.9519897,49,369
1990,61,30.5193097,-83.2158819,56,767
1990,62,29.9468226,-84.340943,64,705
1990,63,29.5359317,-81.8774959,43,631
1990,65,29.1174077,-82.2183149,50,749
1990,66,28.6471072,-82.1719367,41,411
1990,67,28.1011187,-80.8980039,44,1076
1990,68,28.6901383,-81.5469756,36,532
1990,69,28.3225489,-81.3372759,48,770
1990,70,27.7698971,-82.3349393,35,406
1990,71,27.2920427,-82.0563269,55,774
1990,72,27.4266407,-81.5833199,44,614
1990,73,27.7611546,-81.4536353,53,834
1990,78,25.6040397,-80.4097679,36,1104
1990,80,25.3839437,-80.3715899,37,579
1990,81,26.5587549,-81.126711,41,718
1990,82,26.8751997,-81.3585199,41,641
1990,84,29.6862263,-83.0674784,48,492
1990,85,28.2764097,-82.6352619,55,731
1990,86,26.9459847,-81.7610009,41,372
1990,87,25.9322682,-81.6570333,35,517
1990,108,30.3242578,-85.0052085,46,652
1990,116,28.0402277,-82.5089729,44,1235
1990,129,27.9007144,-81.7191254,58,1050
1990,132,26.9297114,-82.0333415,39,406
1990,901,30.2634445,-84.6552242,38,375
1990,904,30.9635097,-85.1179618,56,934
1990,905,28.5817572,-82.1873953,57,800
1990,906,28.3029119,-81.9184945,46,604
1990,907,25.4058076,-80.6136693,23,360
1990,910,26.8177916,-81.9247336,47,465
1990,912,26.3353906,-80.5399018,25,660
1990,913,26.8333333,-81.6833333,44,572
1991,1,30.9291812,-87.4079434,60,627
1991,2,30.3755433,-86.2758321,48,1116
1991,3,30.5193157,-86.4809129,49,463
1991,4,30.5288404,-85.1334541,47,552
1991,5,30.3372497,-85.2869789,49,615
1991,6,30.5950194,-84.0413094,48,870
1991,7,30.3898527,-85.9004499,59,589
1991,9,29.7818335,-85.3003555,54,617
1991,10,30.2734632,-83.8569684,57,867
1991,11,29.6686989,-83.3782062,50,474
1991,12,30.5026237,-82.7337409,55,672
1991,13,29.5468457,-82.2630299,50,609
1991,14,29.1916199,-82.394802,54,558
1991,15,29.9877641,-84.9762879,50,661
1991,17,27.4438745,-82.1186659,43,1042
1991,18,29.8899427,-81.3438119,54,469
1991,19,30.7202649,-81.9062085,46,438
1991,20,28.3266818,-82.3022052,53,856
1991,21,29.8970697,-81.8343049,42,366
1991,22,28.1788407,-81.8605659,48,982
1991,23,28.5723877,-81.9816829,52,1144
1991,24,27.3232866,-81.4189503,46,765
1991,26,26.2943143,-81.448561,35,606
1991,27,27.6610372,-82.1462286,48,798
1991,30,27.9626301,-80.9673345,54,671
1991,36,25.0015697,-80.5364609,37,779
1991,37,30.2531989,-82.1623546,45,395
1991,38,30.0999027,-81.8070759,49,540
1991,51,30.3334747,-87.1400909,52,807
1991,52,30.7209289,-86.7860494,58,606
1991,53,30.7184797,-86.1160696,60,598
1991,54,30.5335474,-85.2426415,45,428
1991,55,30.9498107,-85.7419899,54,534
1991,56,30.2929508,-83.6676053,51,851
1991,57,30.387698,-84.6639032,47,700
1991,58,30.3506092,-83.3399191,49,735
1991,59,30.0205957,-82.811155,50,645
1991,60,30.5196049,-81.9519897,49,358
1991,61,30.5193097,-83.2158819,60,852
1991,62,29.9468226,-84.340943,61,692
1991,63,29.5359317,-81.8774959,48,393
1991,64,29.4080424,-81.1983453,62,876
1991,65,29.1174077,-82.2183149,49,867
1991,66,28.6471072,-82.1719367,45,413
1991,67,28.1011187,-80.8980039,47,816
1991,68,28.6901383,-81.5469756,35,720
1991,69,28.3225489,-81.3372759,46,908
1991,70,27.7698971,-82.3349393,43,521
1991,71,27.2920427,-82.0563269,54,916
1991,72,27.4266407,-81.5833199,43,720
1991,73,27.7611546,-81.4536353,42,491
1991,75,27.8600237,-80.4486919,34,478
1991,78,25.6040397,-80.4097679,41,1220
1991,80,25.3839437,-80.3715899,36,502
1991,81,26.5587549,-81.126711,44,788
1991,82,26.8751997,-81.3585199,47,754
1991,85,28.2764097,-82.6352619,49,766
1991,86,26.9459847,-81.7610009,41,401
1991,87,25.9322682,-81.6570333,40,427
1991,108,30.3242578,-85.0052085,55,663
1991,116,28.0402277,-82.5089729,42,842
1991,129,27.9007144,-81.7191254,55,942
1991,132,26.9297114,-82.0333415,46,540
1991,901,30.2634445,-84.6552242,41,479
1991,902,30.3790152,-82.3594866,39,458
1991,903,29.3967527,-81.8082819,30,515
1991,904,30.9635097,-85.1179618,53,779
1991,905,28.5817572,-82.1873953,50,599
1991,906,28.3029119,-81.9184945,51,645
1991,907,25.4058076,-80.6136693,32,297
1991,910,26.8177916,-81.9247336,56,541
1991,915,28.7856862,-80.8008275,46,536
1991,916,26.9950167,-81.9587398,43,526
1992,1,30.9291812,-87.4079434,63,896
1992,2,30.3755433,-86.2758321,45,894
1992,3,30.5193157,-86.4809129,51,527
1992,4,30.5288404,-85.1334541,48,493
1992,5,30.3372497,-85.2869789,54,646
1992,6,30.5950194,-84.0413094,51,848
1992,7,30.3898527,-85.9004499,60,695
1992,9,29.7818335,-85.3003555,52,525
1992,10,30.2734632,-83.8569684,61,898
1992,11,29.6686989,-83.3782062,48,623
1992,12,30.5026237,-82.7337409,59,737
1992,14,29.1916199,-82.394802,50,535
1992,15,29.9877641,-84.9762879,45,612
1992,17,27.4438745,-82.1186659,50,836
1992,18,29.8899427,-81.3438119,57,431
1992,19,30.7202649,-81.9062085,44,320
1992,20,28.3266818,-82.3022052,44,752
1992,21,29.8970697,-81.8343049,46,402
1992,22,28.1788407,-81.8605659,57,800
1992,23,28.5723877,-81.9816829,53,881
1992,24,27.3232866,-81.4189503,43,755
1992,25,28.7481187,-80.8712309,67,1873
1992,26,26.2943143,-81.448561,32,455
1992,27,27.6610372,-82.1462286,44,786
1992,30,27.9626301,-80.9673345,48,744
1992,31,26.9657323,-80.3854635,44,720
1992,36,25.0015697,-80.5364609,39,1007
1992,37,30.2531989,-82.1623546,42,330
1992,38,30.0999027,-81.8070759,47,418
1992,51,30.3334747,-87.1400909,58,1063
1992,52,30.7209289,-86.7860494,54,630
1992,53,30.7184797,-86.1160696,62,740
1992,54,30.5335474,-85.2426415,51,439
1992,55,30.9498107,-85.7419899,52,638
1992,56,30.2929508,-83.6676053,57,725
1992,57,30.387698,-84.6639032,45,645
1992,58,30.3506092,-83.3399191,52,743
1992,60,30.5196049,-81.9519897,47,349
1992,61,30.5193097,-83.2158819,57,944
1992,62,29.9468226,-84.340943,56,702
1992,63,29.5359317,-81.8774959,55,597
1992,64,29.4080424,-81.1983453,59,943
1992,65,29.1174077,-82.2183149,68,1232
1992,67,28.1011187,-80.8980039,45,613
1992,68,28.6901383,-81.5469756,47,730
1992,69,28.3225489,-81.3372759,47,775
1992,71,27.2920427,-82.0563269,55,1280
1992,72,27.4266407,-81.5833199,50,760
1992,75,27.8600237,-80.4486919,35,430
1992,81,26.5587549,-81.126711,38,671
1992,82,26.8751997,-81.3585199,41,404
1992,84,29.6862263,-83.0674784,58,587
1992,85,28.2764097,-82.6352619,54,958
1992,86,26.9459847,-81.7610009,47,543
1992,87,25.9322682,-81.6570333,45,496
1992,108,30.3242578,-85.0052085,51,614
1992,113,29.4553574,-82.119094,57,620
1992,116,28.0402277,-82.5089729,41,680
1992,129,27.9007144,-81.7191254,51,872
1992,132,26.9297114,-82.0333415,39,374
1992,901,30.2634445,-84.6552242,40,459
1992,902,30.3790152,-82.3594866,37,445
1992,903,29.3967527,-81.8082819,36,720
1992,904,30.9635097,-85.1179618,60,794
1992,905,28.5817572,-82.1873953,50,602
1992,906,28.3029119,-81.9184945,42,593
1992,907,25.4058076,-80.6136693,19,286
1992,910,26.8177916,-81.9247336,41,443
1992,915,28.7856862,-80.8008275,39,425
1992,916,26.9950167,-81.9587398,41,471
1992,917,30.2200916,-82.4080153,45,398
1992,918,28.5692767,-80.9969329,56,1206
1993,1,30.9291812,-87.4079434,62,995
1993,2,30.3755433,-86.2758321,41,821
1993,3,30.5193157,-86.4809129,50,426
1993,4,30.5288404,-85.1334541,52,479
1993,5,30.3372497,-85.2869789,50,475
1993,6,30.5950194,-84.0413094,51,740
1993,7,30.3898527,-85.9004499,58,653
1993,9,29.7818335,-85.3003555,49,559
1993,10,30.2734632,-83.8569684,60,735
1993,11,29.6686989,-83.3782062,59,708
1993,14,29.1916199,-82.394802,51,742
1993,15,29.9877641,-84.9762879,50,584
1993,17,27.4438745,-82.1186659,47,795
1993,18,29.8899427,-81.3438119,50,520
1993,19,30.7202649,-81.9062085,37,347
1993,20,28.3266818,-82.3022052,54,884
1993,21,29.8970697,-81.8343049,46,449
1993,22,28.1788407,-81.8605659,50,847
1993,23,28.5723877,-81.9816829,51,788
1993,24,27.3232866,-81.4189503,45,654
1993,25,28.7481187,-80.8712309,70,2396
1993,26,26.2943143,-81.448561,29,364
1993,27,27.6610372,-82.1462286,51,755
1993,30,27.9626301,-80.9673345,55,790
1993,31,26.9657323,-80.3854635,51,733
1993,36,25.0015697,-80.5364609,37,928
1993,37,30.2531989,-82.1623546,47,394
1993,38,30.0999027,-81.8070759,41,430
1993,51,30.3334747,-87.1400909,47,723
1993,52,30.7209289,-86.7860494,57,733
1993,53,30.7184797,-86.1160696,53,537
1993,54,30.5335474,-85.2426415,40,386
1993,55,30.9498107,-85.7419899,60,707
1993,56,30.2929508,-83.6676053,54,764
1993,57,30.387698,-84.6639032,48,598
1993,58,30.3506092,-83.3399191,53,654
1993,59,30.0205957,-82.811155,54,779
1993,60,30.5196049,-81.9519897,47,589
1993,61,30.5193097,-83.2158819,64,757
1993,62,29.9468226,-84.340943,57,684
1993,63,29.5359317,-81.8774959,56,724
1993,64,29.4080424,-81.1983453,62,1072
1993,65,29.1174077,-82.2183149,60,998
1993,66,28.6471072,-82.1719367,45,558
1993,67,28.1011187,-80.8980039,43,452
1993,68,28.6901383,-81.5469756,47,718
1993,69,28.3225489,-81.3372759,54,718
1993,70,27.7698971,-82.3349393,51,833
1993,71,27.2920427,-82.0563269,52,1028
1993,72,27.4266407,-81.5833199,48,722
1993,73,27.7611546,-81.4536353,49,687
1993,81,26.5587549,-81.126711,39,743
1993,82,26.8751997,-81.3585199,45,651
1993,84,29.6862263,-83.0674784,51,612
1993,85,28.2764097,-82.6352619,49,780
1993,86,26.9459847,-81.7610009,43,418
1993,87,25.9322682,-81.6570333,41,480
1993,108,30.3242578,-85.0052085,52,565
1993,113,29.4553574,-82.119094,51,582
1993,116,28.0402277,-82.5089729,51,1005
1993,129,27.9007144,-81.7191254,56,889
1993,132,26.9297114,-82.0333415,34,285
1993,175,27.8610752,-80.4489977,39,396
1993,901,30.2634445,-84.6552242,45,360
1993,902,30.3790152,-82.3594866,34,565
1993,903,29.3967527,-81.8082819,43,814
1993,904,30.9635097,-85.1179618,54,1005
1993,905,28.5817572,-82.1873953,56,643
1993,906,28.3029119,-81.9184945,47,604
1993,910,26.8177916,-81.9247336,41,379
1993,911,26.8544437,-80.2678139,48,689
1993,912,26.3353906,-80.5399018,38,1006
1993,915,28.7856862,-80.8008275,37,564
1993,916,26.9950167,-81.9587398,39,376
1993,917,30.2200916,-82.4080153,34,392
1993,918,28.5692767,-80.9969329,59,1054
1994,1,30.9291812,-87.4079434,59,911
1994,2,30.3755433,-86.2758321,38,864
1994,3,30.5193157,-86.4809129,55,449
1994,4,30.5288404,-85.1334541,57,632
1994,6,30.5950194,-84.0413094,48,748
1994,7,30.3898527,-85.9004499,65,589
1994,9,29.7818335,-85.3003555,50,650
1994,10,30.2734632,-83.8569684,54,861
1994,12,30.5026237,-82.7337409,55,741
1994,14,29.1916199,-82.394802,54,706
1994,15,29.9877641,-84.9762879,51,734
1994,17,27.4438745,-82.1186659,49,970
1994,18,29.8899427,-81.3438119,41,427
1994,19,30.7202649,-81.9062085,44,337
1994,20,28.3266818,-82.3022052,50,914
1994,21,29.8970697,-81.8343049,40,463
1994,22,28.1788407,-81.8605659,46,882
1994,23,28.5723877,-81.9816829,50,1001
1994,24,27.3232866,-81.4189503,52,762
1994,25,28.7481187,-80.8712309,58,1332
1994,26,26.2943143,-81.448561,33,349
1994,27,27.6610372,-82.1462286,51,740
1994,30,27.9626301,-80.9673345,42,546
1994,31,26.9657323,-80.3854635,50,675
1994,36,25.0015697,-80.5364609,39,1109
1994,37,30.2531989,-82.1623546,45,329
1994,38,30.0999027,-81.8070759,44,375
1994,39,26.3678027,-80.2032849,29,693
1994,40,26.0594807,-80.4340449,28,867
1994,51,30.3334747,-87.1400909,49,815
1994,52,30.7209289,-86.7860494,64,764
1994,53,30.7184797,-86.1160696,53,675
1994,54,30.5335474,-85.2426415,42,430
1994,55,30.9498107,-85.7419899,56,605
1994,56,30.2929508,-83.6676053,57,647
1994,57,30.387698,-84.6639032,46,643
1994,58,30.3506092,-83.3399191,44,732
1994,59,30.0205957,-82.811155,43,717
1994,60,30.5196049,-81.9519897,54,612
1994,61,30.5193097,-83.2158819,53,741
1994,62,29.9468226,-84.340943,54,701
1994,63,29.5359317,-81.8774959,40,508
1994,64,29.4080424,-81.1983453,39,374
1994,65,29.1174077,-82.2183149,45,613
1994,66,28.6471072,-82.1719367,46,550
1994,67,28.1011187,-80.8980039,44,1107
1994,68,28.6901383,-81.5469756,44,660
1994,69,28.3225489,-81.3372759,51,722
1994,70,27.7698971,-82.3349393,51,899
1994,71,27.2920427,-82.0563269,57,1414
1994,72,27.4266407,-81.5833199,44,763
1994,73,27.7611546,-81.4536353,50,833
1994,76,26.3358707,-80.5359109,40,1437
1994,77,26.0856265,-80.2292965,35,861
1994,79,25.4912637,-80.5425082,36,1346
1994,81,26.5587549,-81.126711,41,578
1994,82,26.8751997,-81.3585199,44,693
1994,84,29.6862263,-83.0674784,52,513
1994,85,28.2764097,-82.6352619,56,648
1994,86,26.9459847,-81.7610009,41,368
1994,87,25.9322682,-81.6570333,39,593
1994,108,30.3242578,-85.0052085,56,667
1994,113,29.4553574,-82.119094,57,689
1994,116,28.0402277,-82.5089729,52,843
1994,129,27.9007144,-81.7191254,53,842
1994,132,26.9297114,-82.0333415,37,416
1994,175,27.8610752,-80.4489977,41,409
1994,178,25.618989,-80.4147339,33,774
1994,902,30.3790152,-82.3594866,33,423
1994,903,29.3967527,-81.8082819,31,535
1994,904,30.9635097,-85.1179618,54,942
1994,905,28.5817572,-82.1873953,53,640
1994,906,28.3029119,-81.9184945,43,596
1994,910,26.8177916,-81.9247336,42,395
1994,911,26.8544437,-80.2678139,50,561
1994,912,26.3353906,-80.5399018,38,1178
1994,915,28.7856862,-80.8008275,49,701
1994,916,26.9950167,-81.9587398,35,377
1994,917,30.2200916,-82.4080153,43,477
1994,918,28.5692767,-80.9969329,56,813
1994,919,26.9941297,-80.5737674,47,578
1995,1,30.9291812,-87.4079434,62,1034
1995,2,30.3755433,-86.2758321,40,1302
1995,3,30.5193157,-86.4809129,45,430
1995,4,30.5288404,-85.1334541,53,561
1995,5,30.3372497,-85.2869789,56,619
1995,6,30.5950194,-84.0413094,54,914
1995,7,30.3898527,-85.9004499,57,602
1995,9,29.7818335,-85.3003555,60,1034
1995,10,30.2734632,-83.8569684,50,734
1995,11,29.6686989,-83.3782062,48,280
1995,12,30.5026237,-82.7337409,52,670
1995,14,29.1916199,-82.394802,49,616
1995,15,29.9877641,-84.9762879,50,778
1995,17,27.4438745,-82.1186659,47,673
1995,18,29.8899427,-81.3438119,41,373
1995,19,30.7202649,-81.9062085,46,369
1995,20,28.3266818,-82.3022052,57,984
1995,21,29.8970697,-81.8343049,44,360
1995,22,28.1788407,-81.8605659,47,2226
1995,23,28.5723877,-81.9816829,57,1039
1995,24,27.3232866,-81.4189503,47,679
1995,25,28.7481187,-80.8712309,66,1837
1995,26,26.2943143,-81.448561,39,667
1995,27,27.6610372,-82.1462286,46,639
1995,30,27.9626301,-80.9673345,52,609
1995,31,26.9657323,-80.3854635,55,816
1995,36,25.0015697,-80.5364609,35,953
1995,37,30.2531989,-82.1623546,42,294
1995,38,30.0999027,-81.8070759,42,447
