"Year","Route","statenum","richness","abundance","Active","Latitude","Longitude","RouteTypeID"
1981,19,25,49,381,1,30.7202649,-81.9062085,1
1981,20,25,48,782,1,28.3266818,-82.3022052,1
1981,21,25,48,515,1,29.8970697,-81.8343049,1
1981,23,25,45,852,0,28.5723877,-81.9816829,1
1981,24,25,44,773,1,27.3232866,-81.4189503,1
1981,26,25,36,634,1,26.2943143,-81.448561,1
1981,27,25,41,728,1,27.6610372,-82.1462286,1
1981,30,25,46,825,1,27.9626301,-80.9673345,1
1981,31,25,47,1140,1,26.9657323,-80.3854635,1
1981,36,25,35,740,0,25.0015697,-80.5364609,1
1981,37,25,50,399,1,30.2531989,-82.1623546,1
1981,38,25,55,539,0,30.0999027,-81.8070759,1
1981,39,25,33,525,0,26.3678027,-80.2032849,1
1981,40,25,41,1165,0,26.0594807,-80.4340449,1
1981,132,25,53,745,1,26.9297114,-82.0333415,1
1982,4,25,48,380,1,30.5288404,-85.1334541,1
1982,6,25,55,626,1,30.5950194,-84.0413094,1
1982,9,25,51,444,0,29.7818335,-85.3003555,1
1982,10,25,56,770,1,30.2734632,-83.8569684,1
1982,11,25,55,484,1,29.6686989,-83.3782062,1
1982,12,25,50,610,1,30.5026237,-82.7337409,1
1982,15,25,54,486,1,29.9877641,-84.9762879,1
1982,16,25,41,689,0,28.0363157,-82.5050049,1
1982,18,25,50,596,1,29.8899427,-81.3438119,1
1982,19,25,49,343,1,30.7202649,-81.9062085,1
1982,20,25,49,684,1,28.3266818,-82.3022052,1
1982,21,25,53,393,1,29.8970697,-81.8343049,1
1982,23,25,49,948,0,28.5723877,-81.9816829,1
1982,24,25,41,879,1,27.3232866,-81.4189503,1
1982,26,25,35,700,1,26.2943143,-81.448561,1
1982,27,25,50,684,1,27.6610372,-82.1462286,1
1982,30,25,50,1207,1,27.9626301,-80.9673345,1
1982,31,25,42,772,1,26.9657323,-80.3854635,1
1982,36,25,34,697,0,25.0015697,-80.5364609,1
1982,37,25,42,375,1,30.2531989,-82.1623546,1
1982,38,25,55,465,0,30.0999027,-81.8070759,1
1982,39,25,37,759,0,26.3678027,-80.2032849,1
1982,40,25,40,1178,0,26.0594807,-80.4340449,1
1982,132,25,50,501,1,26.9297114,-82.0333415,1
1983,4,25,48,411,1,30.5288404,-85.1334541,1
1983,5,25,50,414,1,30.3372497,-85.2869789,1
1983,6,25,51,582,1,30.5950194,-84.0413094,1
1983,8,25,57,537,0,30.3358457,-84.9914239,1
1983,9,25,52,508,0,29.7818335,-85.3003555,1
1983,10,25,56,772,1,30.2734632,-83.8569684,1
1983,11,25,48,591,1,29.6686989,-83.3782062,1
1983,15,25,45,436,1,29.9877641,-84.9762879,1
1983,16,25,45,781,0,28.0363157,-82.5050049,1
1983,18,25,47,580,1,29.8899427,-81.3438119,1
1983,19,25,45,352,1,30.7202649,-81.9062085,1
1983,20,25,58,901,1,28.3266818,-82.3022052,1
1983,21,25,47,401,1,29.8970697,-81.8343049,1
1983,23,25,50,910,0,28.5723877,-81.9816829,1
1983,24,25,48,810,1,27.3232866,-81.4189503,1
1983,26,25,37,612,1,26.2943143,-81.448561,1
1983,27,25,50,666,1,27.6610372,-82.1462286,1
1983,30,25,55,1071,1,27.9626301,-80.9673345,1
1983,31,25,49,677,1,26.9657323,-80.3854635,1
1983,36,25,36,703,0,25.0015697,-80.5364609,1
1983,37,25,52,447,1,30.2531989,-82.1623546,1
1983,38,25,48,586,0,30.0999027,-81.8070759,1
1983,39,25,28,557,0,26.3678027,-80.2032849,1
1983,40,25,37,864,0,26.0594807,-80.4340449,1
1983,135,25,40,572,1,25.1388716,-80.9335333,1
1984,4,25,40,343,1,30.5288404,-85.1334541,1
1984,5,25,41,340,1,30.3372497,-85.2869789,1
1984,6,25,51,654,1,30.5950194,-84.0413094,1
1984,8,25,54,507,0,30.3358457,-84.9914239,1
1984,9,25,55,559,0,29.7818335,-85.3003555,1
1984,10,25,60,798,1,30.2734632,-83.8569684,1
1984,12,25,53,730,1,30.5026237,-82.7337409,1
1984,15,25,50,495,1,29.9877641,-84.9762879,1
1984,16,25,45,791,0,28.0363157,-82.5050049,1
1984,19,25,47,441,1,30.7202649,-81.9062085,1
1984,20,25,58,760,1,28.3266818,-82.3022052,1
1984,21,25,51,384,1,29.8970697,-81.8343049,1
1984,23,25,56,925,0,28.5723877,-81.9816829,1
1984,24,25,46,770,1,27.3232866,-81.4189503,1
1984,26,25,39,492,1,26.2943143,-81.448561,1
1984,27,25,53,824,1,27.6610372,-82.1462286,1
1984,30,25,57,797,1,27.9626301,-80.9673345,1
1984,31,25,52,689,1,26.9657323,-80.3854635,1
1984,36,25,37,641,0,25.0015697,-80.5364609,1
1984,37,25,55,429,1,30.2531989,-82.1623546,1
1984,132,25,53,547,1,26.9297114,-82.0333415,1
1985,2,25,46,719,1,30.3755433,-86.2758321,1
1985,3,25,43,413,1,30.5193157,-86.4809129,1
1985,4,25,46,412,1,30.5288404,-85.1334541,1
1985,6,25,55,643,1,30.5950194,-84.0413094,1
1985,8,25,51,440,0,30.3358457,-84.9914239,1
1985,9,25,58,669,0,29.7818335,-85.3003555,1
1985,10,25,60,741,1,30.2734632,-83.8569684,1
1985,15,25,44,456,1,29.9877641,-84.9762879,1
1985,16,25,48,1274,0,28.0363157,-82.5050049,1
1985,19,25,47,375,1,30.7202649,-81.9062085,1
1985,20,25,54,739,1,28.3266818,-82.3022052,1
1985,21,25,43,358,1,29.8970697,-81.8343049,1
1985,22,25,49,1109,1,28.1788407,-81.8605659,1
1985,23,25,48,909,0,28.5723877,-81.9816829,1
1985,24,25,42,746,1,27.3232866,-81.4189503,1
1985,26,25,36,661,1,26.2943143,-81.448561,1
1985,30,25,49,696,1,27.9626301,-80.9673345,1
1985,31,25,47,817,1,26.9657323,-80.3854635,1
1985,36,25,37,703,0,25.0015697,-80.5364609,1
1985,37,25,51,468,1,30.2531989,-82.1623546,1
1985,38,25,45,459,0,30.0999027,-81.8070759,1
1985,105,25,45,358,0,30.3715757,-85.2717359,1
1985,132,25,50,451,1,26.9297114,-82.0333415,1
1986,1,25,43,456,1,30.9291812,-87.4079434,1
1986,4,25,44,423,1,30.5288404,-85.1334541,1
1986,6,25,53,677,1,30.5950194,-84.0413094,1
1986,7,25,44,429,0,30.3898527,-85.9004499,1
1986,10,25,62,693,1,30.2734632,-83.8569684,1
1986,11,25,59,672,1,29.6686989,-83.3782062,1
1986,12,25,61,622,1,30.5026237,-82.7337409,1
1986,13,25,53,729,0,29.5468457,-82.2630299,1
1986,15,25,51,425,1,29.9877641,-84.9762879,1
1986,16,25,49,1708,0,28.0363157,-82.5050049,1
1986,17,25,50,591,0,27.4438745,-82.1186659,1
1986,18,25,51,389,1,29.8899427,-81.3438119,1
1986,19,25,47,382,1,30.7202649,-81.9062085,1
1986,20,25,56,859,1,28.3266818,-82.3022052,1
1986,21,25,47,356,1,29.8970697,-81.8343049,1
1986,22,25,50,1416,1,28.1788407,-81.8605659,1
1986,23,25,60,1217,0,28.5723877,-81.9816829,1
1986,24,25,48,783,1,27.3232866,-81.4189503,1
1986,25,25,71,2401,1,28.7481187,-80.8712309,1
1986,26,25,35,560,1,26.2943143,-81.448561,1
1986,27,25,49,779,1,27.6610372,-82.1462286,1
1986,29,25,58,1108,0,27.9009147,-81.7191149,1
1986,30,25,49,650,1,27.9626301,-80.9673345,1
1986,31,25,42,574,1,26.9657323,-80.3854635,1
1986,36,25,35,636,0,25.0015697,-80.5364609,1
1986,37,25,52,335,1,30.2531989,-82.1623546,1
1986,105,25,36,320,0,30.3715757,-85.2717359,1
1986,108,25,52,603,1,30.3242578,-85.0052085,1
1986,132,25,55,527,1,26.9297114,-82.0333415,1
1986,135,25,33,398,1,25.1388716,-80.9335333,1
1987,1,25,50,391,1,30.9291812,-87.4079434,1
1987,2,25,46,743,1,30.3755433,-86.2758321,1
1987,3,25,43,288,1,30.5193157,-86.4809129,1
1987,4,25,41,421,1,30.5288404,-85.1334541,1
1987,5,25,41,365,1,30.3372497,-85.2869789,1
1987,6,25,57,648,1,30.5950194,-84.0413094,1
1987,7,25,59,591,0,30.3898527,-85.9004499,1
1987,9,25,57,583,0,29.7818335,-85.3003555,1
1987,10,25,66,784,1,30.2734632,-83.8569684,1
1987,11,25,58,679,1,29.6686989,-83.3782062,1
1987,12,25,52,598,1,30.5026237,-82.7337409,1
1987,13,25,54,783,0,29.5468457,-82.2630299,1
1987,14,25,51,786,1,29.1916199,-82.394802,1
1987,15,25,46,437,1,29.9877641,-84.9762879,1
1987,16,25,54,1010,0,28.0363157,-82.5050049,1
1987,17,25,49,829,0,27.4438745,-82.1186659,1
1987,18,25,44,552,1,29.8899427,-81.3438119,1
1987,19,25,41,403,1,30.7202649,-81.9062085,1
1987,20,25,55,949,1,28.3266818,-82.3022052,1
1987,21,25,51,383,1,29.8970697,-81.8343049,1
1987,22,25,51,908,1,28.1788407,-81.8605659,1
1987,23,25,54,1180,0,28.5723877,-81.9816829,1
1987,24,25,45,818,1,27.3232866,-81.4189503,1
1987,25,25,61,1530,1,28.7481187,-80.8712309,1
1987,26,25,33,534,1,26.2943143,-81.448561,1
1987,27,25,47,862,1,27.6610372,-82.1462286,1
1987,28,25,39,377,1,25.7510497,-80.9676799,1
1987,30,25,55,768,1,27.9626301,-80.9673345,1
1987,31,25,41,436,1,26.9657323,-80.3854635,1
1987,36,25,38,742,0,25.0015697,-80.5364609,1
1987,37,25,41,315,1,30.2531989,-82.1623546,1
1987,38,25,48,521,0,30.0999027,-81.8070759,1
1987,39,25,24,379,0,26.3678027,-80.2032849,1
1987,40,25,42,968,0,26.0594807,-80.4340449,1
1987,51,25,38,421,0,30.3334747,-87.1400909,1
1987,52,25,46,286,1,30.7209289,-86.7860494,1
1987,53,25,48,505,1,30.7184797,-86.1160696,1
1987,54,25,54,463,1,30.5335474,-85.2426415,1
1987,55,25,56,573,1,30.9498107,-85.7419899,1
1987,56,25,68,763,1,30.2929508,-83.6676053,1
1987,57,25,47,364,1,30.387698,-84.6639032,1
1987,58,25,55,659,1,30.3506092,-83.3399191,1
1987,59,25,47,595,0,30.0205957,-82.811155,1
1987,60,25,59,462,1,30.5196049,-81.9519897,1
1987,61,25,57,1559,1,30.5193097,-83.2158819,1
1987,62,25,60,627,1,29.9468226,-84.340943,1
1987,63,25,43,377,1,29.5359317,-81.8774959,1
1987,64,25,55,611,1,29.4080424,-81.1983453,1
1987,65,25,47,600,0,29.1174077,-82.2183149,1
1987,66,25,50,598,1,28.6471072,-82.1719367,1
1987,67,25,56,2065,1,28.1011187,-80.8980039,1
1987,68,25,39,747,1,28.6901383,-81.5469756,1
1987,69,25,47,638,1,28.3225489,-81.3372759,1
1987,70,25,43,977,0,27.7698971,-82.3349393,1
1987,71,25,56,1043,1,27.2920427,-82.0563269,1
1987,72,25,53,1009,0,27.4266407,-81.5833199,1
1987,73,25,58,827,1,27.7611546,-81.4536353,1
1987,74,25,37,583,1,27.2364427,-80.5471555,1
1987,75,25,22,306,0,27.8600237,-80.4486919,1
1987,76,25,34,1132,0,26.3358707,-80.5359109,1
1987,77,25,33,562,1,26.0856265,-80.2292965,1
1987,78,25,33,1178,0,25.6040397,-80.4097679,1
1987,80,25,35,577,0,25.3839437,-80.3715899,1
1987,81,25,42,902,1,26.5587549,-81.126711,1
1987,82,25,51,770,1,26.8751997,-81.3585199,1
1987,83,25,34,406,0,24.6730127,-81.2450339,1
1987,85,25,56,710,1,28.2764097,-82.6352619,1
1987,86,25,46,448,1,26.9459847,-81.7610009,1
1987,87,25,35,312,1,25.9322682,-81.6570333,1
1987,108,25,60,631,1,30.3242578,-85.0052085,1
1987,129,25,52,1048,1,27.9007144,-81.7191254,1
1987,132,25,44,537,1,26.9297114,-82.0333415,1
1987,135,25,30,423,1,25.1388716,-80.9335333,1
1987,901,25,44,762,1,30.2634445,-84.6552242,1
1987,903,25,28,364,1,29.3967527,-81.8082819,1
1987,904,25,54,623,1,30.9635097,-85.1179618,1
1987,905,25,48,586,1,28.5817572,-82.1873953,1
1987,906,25,50,804,1,28.3029119,-81.9184945,1
1987,911,25,47,583,1,26.8544437,-80.2678139,1
1987,912,25,32,1151,1,26.3353906,-80.5399018,1
1988,1,25,50,462,1,30.9291812,-87.4079434,1
1988,2,25,47,788,1,30.3755433,-86.2758321,1
1988,3,25,49,400,1,30.5193157,-86.4809129,1
1988,4,25,34,292,1,30.5288404,-85.1334541,1
1988,6,25,62,868,1,30.5950194,-84.0413094,1
1988,7,25,60,682,0,30.3898527,-85.9004499,1
1988,9,25,51,675,0,29.7818335,-85.3003555,1
1988,10,25,60,884,1,30.2734632,-83.8569684,1
1988,11,25,55,692,1,29.6686989,-83.3782062,1
1988,12,25,46,544,1,30.5026237,-82.7337409,1
1988,13,25,52,608,0,29.5468457,-82.2630299,1
1988,14,25,53,989,1,29.1916199,-82.394802,1
1988,15,25,52,703,1,29.9877641,-84.9762879,1
1988,16,25,43,1022,0,28.0363157,-82.5050049,1
1988,17,25,51,850,0,27.4438745,-82.1186659,1
1988,18,25,41,633,1,29.8899427,-81.3438119,1
1988,19,25,49,378,1,30.7202649,-81.9062085,1
1988,20,25,58,1033,1,28.3266818,-82.3022052,1
1988,21,25,44,413,1,29.8970697,-81.8343049,1
1988,22,25,51,1088,1,28.1788407,-81.8605659,1
1988,23,25,50,1154,0,28.5723877,-81.9816829,1
1988,24,25,54,832,1,27.3232866,-81.4189503,1
1988,25,25,64,1968,1,28.7481187,-80.8712309,1
1988,26,25,29,357,1,26.2943143,-81.448561,1
1988,27,25,48,771,1,27.6610372,-82.1462286,1
1988,30,25,52,735,1,27.9626301,-80.9673345,1
1988,31,25,41,1009,1,26.9657323,-80.3854635,1
1988,36,25,42,1006,0,25.0015697,-80.5364609,1
1988,37,25,45,361,1,30.2531989,-82.1623546,1
1988,38,25,42,558,0,30.0999027,-81.8070759,1
1988,39,25,30,560,0,26.3678027,-80.2032849,1
1988,40,25,33,639,0,26.0594807,-80.4340449,1
1988,51,25,44,702,0,30.3334747,-87.1400909,1
1988,52,25,47,354,1,30.7209289,-86.7860494,1
1988,53,25,59,759,1,30.7184797,-86.1160696,1
1988,54,25,46,495,1,30.5335474,-85.2426415,1
1988,55,25,64,606,1,30.9498107,-85.7419899,1
1988,56,25,54,791,1,30.2929508,-83.6676053,1
1988,57,25,46,718,1,30.387698,-84.6639032,1
1988,58,25,48,1007,1,30.3506092,-83.3399191,1
1988,59,25,47,768,0,30.0205957,-82.811155,1
1988,60,25,53,465,1,30.5196049,-81.9519897,1
1988,61,25,55,1152,1,30.5193097,-83.2158819,1
1988,62,25,61,782,1,29.9468226,-84.340943,1
1988,63,25,44,386,1,29.5359317,-81.8774959,1
1988,64,25,57,618,1,29.4080424,-81.1983453,1
1988,65,25,47,568,0,29.1174077,-82.2183149,1
1988,66,25,45,615,1,28.6471072,-82.1719367,1
1988,67,25,49,2470,1,28.1011187,-80.8980039,1
1988,68,25,44,786,1,28.6901383,-81.5469756,1
1988,69,25,48,601,1,28.3225489,-81.3372759,1
1988,70,25,49,911,0,27.7698971,-82.3349393,1
1988,71,25,54,751,1,27.2920427,-82.0563269,1
1988,72,25,46,692,0,27.4266407,-81.5833199,1
1988,73,25,49,798,1,27.7611546,-81.4536353,1
1988,74,25,37,658,1,27.2364427,-80.5471555,1
1988,75,25,24,324,0,27.8600237,-80.4486919,1
1988,76,25,41,1215,0,26.3358707,-80.5359109,1
1988,77,25,32,603,1,26.0856265,-80.2292965,1
1988,78,25,41,1051,0,25.6040397,-80.4097679,1
1988,79,25,41,1060,1,25.4912637,-80.5425082,1
1988,80,25,35,409,0,25.3839437,-80.3715899,1
1988,81,25,39,671,1,26.5587549,-81.126711,1
1988,82,25,45,735,1,26.8751997,-81.3585199,1
1988,84,25,49,440,1,29.6862263,-83.0674784,1
1988,85,25,48,535,1,28.2764097,-82.6352619,1
1988,86,25,39,415,1,26.9459847,-81.7610009,1
1988,87,25,33,289,1,25.9322682,-81.6570333,1
1988,108,25,55,653,1,30.3242578,-85.0052085,1
1988,129,25,59,1047,1,27.9007144,-81.7191254,1
1988,132,25,47,454,1,26.9297114,-82.0333415,1
1988,901,25,50,779,1,30.2634445,-84.6552242,1
1988,904,25,59,982,1,30.9635097,-85.1179618,1
1988,905,25,43,548,1,28.5817572,-82.1873953,1
1988,906,25,40,512,1,28.3029119,-81.9184945,1
1988,911,25,39,428,1,26.8544437,-80.2678139,1
1988,912,25,34,731,1,26.3353906,-80.5399018,1
1988,913,25,53,562,0,26.8333333,-81.6833333,1
1989,1,25,51,520,1,30.9291812,-87.4079434,1
1989,2,25,43,783,1,30.3755433,-86.2758321,1
1989,3,25,51,400,1,30.5193157,-86.4809129,1
1989,4,25,40,265,1,30.5288404,-85.1334541,1
1989,6,25,53,823,1,30.5950194,-84.0413094,1
1989,7,25,59,644,0,30.3898527,-85.9004499,1
1989,9,25,57,565,0,29.7818335,-85.3003555,1
1989,10,25,57,828,1,30.2734632,-83.8569684,1
1989,11,25,58,676,1,29.6686989,-83.3782062,1
1989,12,25,51,512,1,30.5026237,-82.7337409,1
1989,13,25,56,542,0,29.5468457,-82.2630299,1
1989,15,25,51,695,1,29.9877641,-84.9762879,1
1989,17,25,38,585,0,27.4438745,-82.1186659,1
1989,18,25,48,563,1,29.8899427,-81.3438119,1
1989,19,25,47,453,1,30.7202649,-81.9062085,1
1989,20,25,55,895,1,28.3266818,-82.3022052,1
1989,21,25,49,464,1,29.8970697,-81.8343049,1
1989,22,25,59,967,1,28.1788407,-81.8605659,1
1989,23,25,60,986,0,28.5723877,-81.9816829,1
1989,24,25,45,724,1,27.3232866,-81.4189503,1
1989,25,25,64,1811,1,28.7481187,-80.8712309,1
1989,26,25,37,564,1,26.2943143,-81.448561,1
1989,27,25,46,828,1,27.6610372,-82.1462286,1
1989,30,25,57,658,1,27.9626301,-80.9673345,1
1989,36,25,33,885,0,25.0015697,-80.5364609,1
1989,37,25,47,446,1,30.2531989,-82.1623546,1
1989,38,25,46,419,0,30.0999027,-81.8070759,1
1989,39,25,28,728,0,26.3678027,-80.2032849,1
1989,40,25,35,598,0,26.0594807,-80.4340449,1
1989,51,25,34,442,0,30.3334747,-87.1400909,1
1989,52,25,54,500,1,30.7209289,-86.7860494,1
1989,53,25,55,721,1,30.7184797,-86.1160696,1
1989,54,25,46,425,1,30.5335474,-85.2426415,1
1989,55,25,57,682,1,30.9498107,-85.7419899,1
1989,56,25,58,767,1,30.2929508,-83.6676053,1
1989,57,25,45,643,1,30.387698,-84.6639032,1
1989,58,25,50,757,1,30.3506092,-83.3399191,1
1989,59,25,51,716,0,30.0205957,-82.811155,1
1989,61,25,60,910,1,30.5193097,-83.2158819,1
1989,62,25,59,719,1,29.9468226,-84.340943,1
1989,63,25,45,388,1,29.5359317,-81.8774959,1
1989,64,25,49,544,1,29.4080424,-81.1983453,1
1989,65,25,48,688,0,29.1174077,-82.2183149,1
1989,66,25,48,409,1,28.6471072,-82.1719367,1
1989,67,25,51,2445,1,28.1011187,-80.8980039,1
1989,68,25,38,629,1,28.6901383,-81.5469756,1
1989,69,25,54,725,1,28.3225489,-81.3372759,1
1989,70,25,38,447,0,27.7698971,-82.3349393,1
1989,71,25,57,1361,1,27.2920427,-82.0563269,1
1989,72,25,44,818,0,27.4266407,-81.5833199,1
1989,73,25,51,817,1,27.7611546,-81.4536353,1
1989,75,25,29,356,0,27.8600237,-80.4486919,1
1989,76,25,40,658,0,26.3358707,-80.5359109,1
1989,77,25,26,462,1,26.0856265,-80.2292965,1
1989,78,25,35,1106,0,25.6040397,-80.4097679,1
1989,80,25,32,530,0,25.3839437,-80.3715899,1
1989,81,25,34,739,1,26.5587549,-81.126711,1
1989,82,25,38,716,1,26.8751997,-81.3585199,1
1989,84,25,43,418,1,29.6862263,-83.0674784,1
1989,85,25,62,759,1,28.2764097,-82.6352619,1
1989,86,25,39,475,1,26.9459847,-81.7610009,1
1989,87,25,30,392,1,25.9322682,-81.6570333,1
1989,108,25,59,604,1,30.3242578,-85.0052085,1
1989,116,25,43,998,1,28.0402277,-82.5089729,1
1989,129,25,51,837,1,27.9007144,-81.7191254,1
1989,132,25,44,600,1,26.9297114,-82.0333415,1
1989,903,25,35,552,1,29.3967527,-81.8082819,1
1989,904,25,57,727,1,30.9635097,-85.1179618,1
1989,905,25,51,509,1,28.5817572,-82.1873953,1
1989,911,25,42,414,1,26.8544437,-80.2678139,1
1989,913,25,55,650,0,26.8333333,-81.6833333,1
1990,1,25,59,895,1,30.9291812,-87.4079434,1
1990,2,25,44,761,1,30.3755433,-86.2758321,1
1990,3,25,53,491,1,30.5193157,-86.4809129,1
1990,4,25,33,252,1,30.5288404,-85.1334541,1
1990,5,25,61,700,1,30.3372497,-85.2869789,1
1990,6,25,52,868,1,30.5950194,-84.0413094,1
1990,7,25,64,620,0,30.3898527,-85.9004499,1
1990,9,25,51,605,0,29.7818335,-85.3003555,1
1990,10,25,62,904,1,30.2734632,-83.8569684,1
1990,11,25,57,535,1,29.6686989,-83.3782062,1
1990,12,25,60,1285,1,30.5026237,-82.7337409,1
1990,13,25,47,648,0,29.5468457,-82.2630299,1
1990,14,25,57,864,1,29.1916199,-82.394802,1
1990,15,25,56,741,1,29.9877641,-84.9762879,1
1990,17,25,51,898,0,27.4438745,-82.1186659,1
1990,18,25,47,452,1,29.8899427,-81.3438119,1
1990,19,25,45,404,1,30.7202649,-81.9062085,1
1990,20,25,57,1036,1,28.3266818,-82.3022052,1
1990,21,25,41,294,1,29.8970697,-81.8343049,1
1990,22,25,50,780,1,28.1788407,-81.8605659,1
1990,23,25,53,1126,0,28.5723877,-81.9816829,1
1990,24,25,45,686,1,27.3232866,-81.4189503,1
1990,25,25,61,2006,1,28.7481187,-80.8712309,1
1990,26,25,42,485,1,26.2943143,-81.448561,1
1990,27,25,48,713,1,27.6610372,-82.1462286,1
1990,30,25,46,670,1,27.9626301,-80.9673345,1
1990,36,25,35,809,0,25.0015697,-80.5364609,1
1990,37,25,42,414,1,30.2531989,-82.1623546,1
1990,38,25,47,419,0,30.0999027,-81.8070759,1
1990,39,25,36,772,0,26.3678027,-80.2032849,1
1990,51,25,44,800,0,30.3334747,-87.1400909,1
1990,52,25,59,840,1,30.7209289,-86.7860494,1
1990,53,25,54,743,1,30.7184797,-86.1160696,1
1990,54,25,41,345,1,30.5335474,-85.2426415,1
1990,55,25,61,636,1,30.9498107,-85.7419899,1
1990,56,25,56,766,1,30.2929508,-83.6676053,1
1990,57,25,50,673,1,30.387698,-84.6639032,1
1990,58,25,50,647,1,30.3506092,-83.3399191,1
1990,59,25,53,732,0,30.0205957,-82.811155,1
1990,60,25,49,369,1,30.5196049,-81.9519897,1
1990,61,25,56,767,1,30.5193097,-83.2158819,1
1990,62,25,64,705,1,29.9468226,-84.340943,1
1990,63,25,43,631,1,29.5359317,-81.8774959,1
1990,65,25,50,749,0,29.1174077,-82.2183149,1
1990,66,25,41,411,1,28.6471072,-82.1719367,1
1990,67,25,44,1076,1,28.1011187,-80.8980039,1
1990,68,25,36,532,1,28.6901383,-81.5469756,1
1990,69,25,48,770,1,28.3225489,-81.3372759,1
1990,70,25,35,406,0,27.7698971,-82.3349393,1
1990,71,25,55,774,1,27.2920427,-82.0563269,1
1990,72,25,44,614,0,27.4266407,-81.5833199,1
1990,73,25,53,834,1,27.7611546,-81.4536353,1
1990,78,25,36,1104,0,25.6040397,-80.4097679,1
1990,80,25,37,579,0,25.3839437,-80.3715899,1
1990,81,25,41,718,1,26.5587549,-81.126711,1
1990,82,25,41,641,1,26.8751997,-81.3585199,1
1990,84,25,48,492,1,29.6862263,-83.0674784,1
1990,85,25,55,731,1,28.2764097,-82.6352619,1
1990,86,25,41,372,1,26.9459847,-81.7610009,1
1990,87,25,35,517,1,25.9322682,-81.6570333,1
1990,108,25,46,652,1,30.3242578,-85.0052085,1
1990,116,25,44,1235,1,28.0402277,-82.5089729,1
1990,129,25,58,1050,1,27.9007144,-81.7191254,1
1990,132,25,39,406,1,26.9297114,-82.0333415,1
1990,901,25,38,375,1,30.2634445,-84.6552242,1
1990,904,25,56,934,1,30.9635097,-85.1179618,1
1990,905,25,57,800,1,28.5817572,-82.1873953,1
1990,906,25,46,604,1,28.3029119,-81.9184945,1
1990,907,25,23,360,1,25.4058076,-80.6136693,1
1990,910,25,47,465,1,26.8177916,-81.9247336,1
1990,912,25,25,660,1,26.3353906,-80.5399018,1
1990,913,25,44,572,0,26.8333333,-81.6833333,1
1991,1,25,60,627,1,30.9291812,-87.4079434,1
1991,2,25,48,1116,1,30.3755433,-86.2758321,1
1991,3,25,49,463,1,30.5193157,-86.4809129,1
1991,4,25,47,552,1,30.5288404,-85.1334541,1
1991,5,25,49,615,1,30.3372497,-85.2869789,1
1991,6,25,48,870,1,30.5950194,-84.0413094,1
1991,7,25,59,589,0,30.3898527,-85.9004499,1
1991,9,25,54,617,0,29.7818335,-85.3003555,1
1991,10,25,57,867,1,30.2734632,-83.8569684,1
1991,11,25,50,474,1,29.6686989,-83.3782062,1
1991,12,25,55,672,1,30.5026237,-82.7337409,1
1991,13,25,50,609,0,29.5468457,-82.2630299,1
1991,14,25,54,558,1,29.1916199,-82.394802,1
1991,15,25,50,661,1,29.9877641,-84.9762879,1
1991,17,25,43,1042,0,27.4438745,-82.1186659,1
1991,18,25,54,469,1,29.8899427,-81.3438119,1
1991,19,25,46,438,1,30.7202649,-81.9062085,1
1991,20,25,53,856,1,28.3266818,-82.3022052,1
1991,21,25,42,366,1,29.8970697,-81.8343049,1
1991,22,25,48,982,1,28.1788407,-81.8605659,1
1991,23,25,52,1144,0,28.5723877,-81.9816829,1
1991,24,25,46,765,1,27.3232866,-81.4189503,1
1991,26,25,35,606,1,26.2943143,-81.448561,1
1991,27,25,48,798,1,27.6610372,-82.1462286,1
1991,30,25,54,671,1,27.9626301,-80.9673345,1
1991,36,25,37,779,0,25.0015697,-80.5364609,1
1991,37,25,45,395,1,30.2531989,-82.1623546,1
1991,38,25,49,540,0,30.0999027,-81.8070759,1
1991,51,25,52,807,0,30.3334747,-87.1400909,1
1991,52,25,58,606,1,30.7209289,-86.7860494,1
1991,53,25,60,598,1,30.7184797,-86.1160696,1
1991,54,25,45,428,1,30.5335474,-85.2426415,1
1991,55,25,54,534,1,30.9498107,-85.7419899,1
1991,56,25,51,851,1,30.2929508,-83.6676053,1
1991,57,25,47,700,1,30.387698,-84.6639032,1
1991,58,25,49,735,1,30.3506092,-83.3399191,1
1991,59,25,50,645,0,30.0205957,-82.811155,1
1991,60,25,49,358,1,30.5196049,-81.9519897,1
1991,61,25,60,852,1,30.5193097,-83.2158819,1
1991,62,25,61,692,1,29.9468226,-84.340943,1
1991,63,25,48,393,1,29.5359317,-81.8774959,1
1991,64,25,62,876,1,29.4080424,-81.1983453,1
1991,65,25,49,867,0,29.1174077,-82.2183149,1
1991,66,25,45,413,1,28.6471072,-82.1719367,1
1991,67,25,47,816,1,28.1011187,-80.8980039,1
1991,68,25,35,720,1,28.6901383,-81.5469756,1
1991,69,25,46,908,1,28.3225489,-81.3372759,1
1991,70,25,43,521,0,27.7698971,-82.3349393,1
1991,71,25,54,916,1,27.2920427,-82.0563269,1
1991,72,25,43,720,0,27.4266407,-81.5833199,1
1991,73,25,42,491,1,27.7611546,-81.4536353,1
1991,75,25,34,478,0,27.8600237,-80.4486919,1
1991,78,25,41,1220,0,25.6040397,-80.4097679,1
1991,80,25,36,502,0,25.3839437,-80.3715899,1
1991,81,25,44,788,1,26.5587549,-81.126711,1
1991,82,25,47,754,1,26.8751997,-81.3585199,1
1991,85,25,49,766,1,28.2764097,-82.6352619,1
1991,86,25,41,401,1,26.9459847,-81.7610009,1
