time x y inclination elevation soil fertilisation age canopy stand humus bu reg bu2 bu3 bu4 bu5 alkali alkali1 alkali3 alkali4 standcat ph humus0 humus2 humus3 humus4 moisture1 moisture3
4 1.6 2.6 14 350 28 1 159 .8 1 1 0 6 0 0 0 0 3 0 1 0 1 4.48 -1 -1 -1 -1 1 0
5 1.6 2.6 14 350 28 1 160 .8 1 1 0 6 0 0 0 0 3 0 1 0 1 4.25 -1 -1 -1 -1 1 0
6 1.6 2.6 14 350 28 1 161 .8 1 1 12.5 6 1 1 1 1 3 0 1 0 1 4.72 -1 -1 -1 -1 1 0
7 1.6 2.6 14 350 28 1 162 .8 1 1 12.5 6 1 1 1 1 3 0 1 0 1 4.75 -1 -1 -1 -1 1 0
8 1.6 2.6 14 350 28 1 163 .7 1 3 12.5 6 1 1 1 1 3 0 1 0 1 4.34 0 0 1 0 1 0
9 1.6 2.6 14 350 28 1 164 .7 1 1 0 6 0 0 0 0 3 0 1 0 1 4.59 -1 -1 -1 -1 1 0
10 1.6 2.6 14 350 28 1 165 .7 1 1 0 6 0 0 0 0 3 0 1 0 1 4.56 -1 -1 -1 -1 1 0
11 1.6 2.6 14 350 28 1 166 .7 1 1 0 6 0 0 0 0 3 0 1 0 1 4.39 -1 -1 -1 -1 1 0
12 1.6 2.6 14 350 28 1 167 .9 1 3 0 6 0 0 0 0 3 0 1 0 1 4.53 0 0 1 0 1 0
13 1.6 2.6 14 350 28 1 168 .9 1 0 0 6 0 0 0 0 3 0 1 0 1 4.37 1 0 0 0 1 0
14 1.6 2.6 14 350 28 1 169 .7 1 3 0 6 0 0 0 0 3 0 1 0 1 4.21 0 0 1 0 1 0
15 1.6 2.6 14 350 28 1 170 .8 1 3 0 6 0 0 0 0 3 0 1 0 1 4.265 0 0 1 0 1 0
16 1.6 2.6 14 350 28 1 171 .8 1 3 0 6 0 0 0 0 3 0 1 0 1 4.32 0 0 1 0 1 0
17 1.6 2.6 14 350 28 1 172 .8 1 2 0 6 0 0 0 0 3 0 1 0 1 4.34 0 1 0 0 1 0
18 1.6 2.6 14 350 28 1 173 .4 1 2 12.5 6 1 1 1 1 3 0 1 0 1 4.36 0 1 0 0 1 0
19 1.6 2.6 14 350 28 1 174 .4 1 3 12.5 6 1 1 1 1 3 0 1 0 1 4.25 0 0 1 0 1 0
20 1.6 2.6 14 350 28 1 175 .4 1 3 12.5 6 1 1 1 1 3 0 1 0 1 4.14 0 0 1 0 1 0
21 1.6 2.6 14 350 28 1 176 .3 1 0 25 6 1 1 2 2 3 0 1 0 1 4.375 1 0 0 0 1 0
22 1.6 2.6 14 350 28 1 177 .3 1 2 25 6 1 1 2 2 3 0 1 0 1 4.61 0 1 0 0 1 0
23 1.6 2.6 14 350 28 1 178 .3 1 1 37.5 6 1 1 2 3 3 0 1 0 1 4.595 -1 -1 -1 -1 1 0
2 1.2 2.4 10 400 9 -1 157 1 2 3 0 2 0 0 0 0 1 1 0 0 -1 4.58 0 0 1 0 -1 -1
3 1.2 2.4 10 400 9 -1 158 1 2 3 0 2 0 0 0 0 1 1 0 0 -1 4.65 0 0 1 0 -1 -1
4 1.2 2.4 10 400 9 -1 159 1 2 3 0 2 0 0 0 0 1 1 0 0 -1 4.12 0 0 1 0 -1 -1
5 1.2 2.4 10 400 9 -1 160 1 2 1 12.5 2 1 1 1 1 1 1 0 0 -1 3.95 -1 -1 -1 -1 -1 -1
6 1.2 2.4 10 400 9 -1 161 1 2 1 0 2 0 0 0 0 1 1 0 0 -1 4.06 -1 -1 -1 -1 -1 -1
7 1.2 2.4 10 400 9 -1 162 1 2 0 12.5 2 1 1 1 1 1 1 0 0 -1 4 1 0 0 0 -1 -1
8 1.2 2.4 10 400 9 -1 163 .7 2 1 12.5 2 1 1 1 1 1 1 0 0 -1 3.96 -1 -1 -1 -1 -1 -1
9 1.2 2.4 10 400 9 -1 164 .7 2 3 12.5 2 1 1 1 1 1 1 0 0 -1 4.16 0 0 1 0 -1 -1
10 1.2 2.4 10 400 9 -1 165 .7 2 2 12.5 2 1 1 1 1 1 1 0 0 -1 4.37 0 1 0 0 -1 -1
11 1.2 2.4 10 400 9 -1 166 .7 2 1 0 2 0 0 0 0 1 1 0 0 -1 4.24 -1 -1 -1 -1 -1 -1
12 1.2 2.4 10 400 9 -1 167 .7 2 2 12.5 2 1 1 1 1 1 1 0 0 -1 4.44 0 1 0 0 -1 -1
13 1.2 2.4 10 400 9 -1 168 .7 2 2 12.5 2 1 1 1 1 1 1 0 0 -1 4.29 0 1 0 0 -1 -1
14 1.2 2.4 10 400 9 -1 169 .7 2 3 12.5 2 1 1 1 1 1 1 0 0 -1 4.14 0 0 1 0 -1 -1
15 1.2 2.4 10 400 9 -1 170 .8 2 2 12.5 2 1 1 1 1 1 1 0 0 -1 4.19 0 1 0 0 -1 -1
16 1.2 2.4 10 400 9 -1 171 .8 2 3 12.5 2 1 1 1 1 1 1 0 0 -1 4.24 0 0 1 0 -1 -1
17 1.2 2.4 10 400 9 -1 172 .8 2 4 12.5 2 1 1 1 1 1 1 0 0 -1 4.16 0 0 0 1 -1 -1
18 1.2 2.4 10 400 9 -1 173 .4 2 3 12.5 2 1 1 1 1 1 1 0 0 -1 4.08 0 0 1 0 -1 -1
19 1.2 2.4 10 400 9 -1 174 .4 2 4 12.5 2 1 1 1 1 1 1 0 0 -1 4.11 0 0 0 1 -1 -1
20 1.2 2.4 10 400 9 -1 175 .4 2 4 12.5 2 1 1 1 1 1 1 0 0 -1 4.14 0 0 0 1 -1 -1
21 1.2 2.4 10 400 9 -1 176 .3 2 1 25 2 1 1 2 2 1 1 0 0 -1 4.18 -1 -1 -1 -1 -1 -1
22 1.2 2.4 10 400 9 -1 177 .3 2 4 37.5 2 1 1 2 3 1 1 0 0 -1 4.22 0 0 0 1 -1 -1
23 1.2 2.4 10 400 9 -1 178 .3 2 4 37.5 2 1 1 2 3 1 1 0 0 -1 4.305 0 0 0 1 -1 -1
2 2.7 2.9 10 450 18 1 132 1 1 4 0 13 0 0 0 0 3 0 1 0 1 4.39 0 0 0 1 -1 -1
3 2.7 2.9 10 450 18 1 133 1 1 3 12.5 13 1 1 1 1 3 0 1 0 1 4.22 0 0 1 0 -1 -1
4 2.7 2.9 10 450 18 1 134 1 1 2 25 13 1 1 2 2 3 0 1 0 1 4.6 0 1 0 0 -1 -1
5 2.7 2.9 10 450 18 1 135 1 1 1 12.5 13 1 1 1 1 3 0 1 0 1 4.53 -1 -1 -1 -1 -1 -1
6 2.7 2.9 10 450 18 1 136 1 1 1 0 13 0 0 0 0 3 0 1 0 1 4.51 -1 -1 -1 -1 -1 -1
7 2.7 2.9 10 450 18 1 137 1 1 2 0 13 0 0 0 0 3 0 1 0 1 4.62 0 1 0 0 -1 -1
8 2.7 2.9 10 450 18 1 138 1 1 1 0 13 0 0 0 0 3 0 1 0 1 4.43 -1 -1 -1 -1 -1 -1
9 2.7 2.9 10 450 18 1 139 1 1 1 0 13 0 0 0 0 3 0 1 0 1 4.13 -1 -1 -1 -1 -1 -1
10 2.7 2.9 10 450 18 1 140 1 1 2 0 13 0 0 0 0 3 0 1 0 1 4.11 0 1 0 0 -1 -1
11 2.7 2.9 10 450 18 1 141 1 1 2 0 13 0 0 0 0 3 0 1 0 1 4.33 0 1 0 0 -1 -1
12 2.7 2.9 10 450 18 1 142 1 1 1 0 13 0 0 0 0 3 0 1 0 1 4.27 -1 -1 -1 -1 -1 -1
13 2.7 2.9 10 450 18 1 143 .7 1 2 0 13 0 0 0 0 3 0 1 0 1 4.18 0 1 0 0 -1 -1
14 2.7 2.9 10 450 18 1 144 .7 1 2 0 13 0 0 0 0 3 0 1 0 1 4.09 0 1 0 0 -1 -1
15 2.7 2.9 10 450 18 1 145 .7 1 1 12.5 13 1 1 1 1 3 0 1 0 1 4.165 -1 -1 -1 -1 -1 -1
16 2.7 2.9 10 450 18 1 146 .7 1 1 0 13 0 0 0 0 3 0 1 0 1 4.24 -1 -1 -1 -1 -1 -1
17 2.7 2.9 10 450 18 1 147 .7 1 2 0 13 0 0 0 0 3 0 1 0 1 4.32 0 1 0 0 -1 -1
18 2.7 2.9 10 450 18 1 148 .7 1 2 12.5 13 1 1 1 1 3 0 1 0 1 4.4 0 1 0 0 -1 -1
19 2.7 2.9 10 450 18 1 149 .7 1 2 0 13 0 0 0 0 3 0 1 0 1 4.28 0 1 0 0 -1 -1
20 2.7 2.9 10 450 18 1 150 .8 1 1 12.5 13 1 1 1 1 3 0 1 0 1 4.16 -1 -1 -1 -1 -1 -1
21 2.7 2.9 10 450 18 1 151 .8 1 2 12.5 13 1 1 1 1 3 0 1 0 1 4.255 0 1 0 0 -1 -1
22 2.7 2.9 10 450 18 1 152 .8 1 2 12.5 13 1 1 1 1 3 0 1 0 1 4.35 0 1 0 0 -1 -1
23 2.7 2.9 10 450 18 1 153 .9 1 2 12.5 13 1 1 1 1 3 0 1 0 1 4.215 0 1 0 0 -1 -1
2 2.2 2.4 10 370 19 -1 42 1 2 3 0 9 0 0 0 0 1 1 0 0 -1 4.08 0 0 1 0 0 1
3 2.2 2.4 10 370 19 -1 43 1 2 3 0 9 0 0 0 0 1 1 0 0 -1 4.01 0 0 1 0 0 1
4 2.2 2.4 10 370 19 -1 44 1 2 1 0 9 0 0 0 0 1 1 0 0 -1 4.01 -1 -1 -1 -1 0 1
5 2.2 2.4 10 370 19 -1 45 1 2 1 0 9 0 0 0 0 1 1 0 0 -1 3.85 -1 -1 -1 -1 0 1
6 2.2 2.4 10 370 19 -1 46 1 2 1 12.5 9 1 1 1 1 1 1 0 0 -1 3.97 -1 -1 -1 -1 0 1
7 2.2 2.4 10 370 19 -1 47 1 2 1 12.5 9 1 1 1 1 1 1 0 0 -1 3.64 -1 -1 -1 -1 0 1
8 2.2 2.4 10 370 19 -1 48 1 2 1 0 9 0 0 0 0 1 1 0 0 -1 3.72 -1 -1 -1 -1 0 1
9 2.2 2.4 10 370 19 -1 49 1 2 1 0 9 0 0 0 0 1 1 0 0 -1 3.9 -1 -1 -1 -1 0 1
10 2.2 2.4 10 370 19 -1 50 1 2 1 0 9 0 0 0 0 1 1 0 0 -1 4.15 -1 -1 -1 -1 0 1
11 2.2 2.4 10 370 19 -1 51 1 2 2 0 9 0 0 0 0 1 1 0 0 -1 3.96 0 1 0 0 0 1
12 2.2 2.4 10 370 19 -1 52 1 2 1 0 9 0 0 0 0 1 1 0 0 -1 4.02 -1 -1 -1 -1 0 1
13 2.2 2.4 10 370 19 -1 53 1 2 1 0 9 0 0 0 0 1 1 0 0 -1 3.985 -1 -1 -1 -1 0 1
14 2.2 2.4 10 370 19 -1 54 1 2 1 0 9 0 0 0 0 1 1 0 0 -1 3.95 -1 -1 -1 -1 0 1
15 2.2 2.4 10 370 19 -1 55 1 2 2 0 9 0 0 0 0 1 1 0 0 -1 3.925 0 1 0 0 0 1
16 2.2 2.4 10 370 19 -1 56 1 2 1 0 9 0 0 0 0 1 1 0 0 -1 3.9 -1 -1 -1 -1 0 1
17 2.2 2.4 10 370 19 -1 57 1 2 0 0 9 0 0 0 0 1 1 0 0 -1 4.095 1 0 0 0 0 1
18 2.2 2.4 10 370 19 -1 58 1 2 1 0 9 0 0 0 0 1 1 0 0 -1 4.29 -1 -1 -1 -1 0 1
19 2.2 2.4 10 370 19 -1 59 1 2 1 0 9 0 0 0 0 1 1 0 0 -1 4.17 -1 -1 -1 -1 0 1
20 2.2 2.4 10 370 19 -1 60 1 2 3 0 9 0 0 0 0 1 1 0 0 -1 4.05 0 0 1 0 0 1
21 2.2 2.4 10 370 19 -1 61 1 2 4 0 9 0 0 0 0 1 1 0 0 -1 4.13 0 0 0 1 0 1
22 2.2 2.4 10 370 19 -1 62 .9 2 3 0 9 0 0 0 0 1 1 0 0 -1 4.21 0 0 1 0 0 1
23 2.2 2.4 10 370 19 -1 63 .9 2 3 0 9 0 0 0 0 1 1 0 0 -1 4.2 0 0 1 0 0 1
2 3.8 4.1 41 320 29 -1 38 .9 2 5 0 24 0 0 0 0 2 -1 -1 -1 -1 4.19 0 0 0 1 1 0
3 3.8 4.1 41 320 29 -1 39 .9 2 4 0 24 0 0 0 0 2 -1 -1 -1 -1 4.05 0 0 0 1 1 0
4 3.8 4.1 41 320 29 -1 40 .9 2 4 0 24 0 0 0 0 2 -1 -1 -1 -1 4.1 0 0 0 1 1 0
5 3.8 4.1 41 320 29 -1 41 .9 2 3 0 24 0 0 0 0 2 -1 -1 -1 -1 3.93 0 0 1 0 1 0
6 3.8 4.1 41 320 29 -1 42 .9 2 3 0 24 0 0 0 0 2 -1 -1 -1 -1 3.93 0 0 1 0 1 0
7 3.8 4.1 41 320 29 -1 43 .9 2 3 0 24 0 0 0 0 2 -1 -1 -1 -1 4.01 0 0 1 0 1 0
8 3.8 4.1 41 320 29 -1 44 1 2 1 0 24 0 0 0 0 2 -1 -1 -1 -1 3.96 -1 -1 -1 -1 1 0
9 3.8 4.1 41 320 29 -1 45 1 2 4 0 24 0 0 0 0 2 -1 -1 -1 -1 4.16 0 0 0 1 1 0
10 3.8 4.1 41 320 29 -1 46 1 2 3 0 24 0 0 0 0 2 -1 -1 -1 -1 4.17 0 0 1 0 1 0
11 3.8 4.1 41 320 29 -1 47 1 2 3 0 24 0 0 0 0 2 -1 -1 -1 -1 3.73 0 0 1 0 1 0
12 3.8 4.1 41 320 29 -1 48 1 2 3 0 24 0 0 0 0 2 -1 -1 -1 -1 4.25 0 0 1 0 1 0
13 3.8 4.1 41 320 29 -1 49 1 2 4 0 24 0 0 0 0 2 -1 -1 -1 -1 4.095 0 0 0 1 1 0
14 3.8 4.1 41 320 29 -1 50 1 2 4 0 24 0 0 0 0 2 -1 -1 -1 -1 3.94 0 0 0 1 1 0
15 3.8 4.1 41 320 29 -1 51 1 2 4 0 24 0 0 0 0 2 -1 -1 -1 -1 4.21 0 0 0 1 1 0
16 3.8 4.1 41 320 29 -1 52 1 2 3 0 24 0 0 0 0 2 -1 -1 -1 -1 4.48 0 0 1 0 1 0
17 3.8 4.1 41 320 29 -1 53 1 2 1 0 24 0 0 0 0 2 -1 -1 -1 -1 4.355 -1 -1 -1 -1 1 0
18 3.8 4.1 41 320 29 -1 54 1 2 3 0 24 0 0 0 0 2 -1 -1 -1 -1 4.23 0 0 1 0 1 0
19 3.8 4.1 41 320 29 -1 55 1 2 4 0 24 0 0 0 0 2 -1 -1 -1 -1 4.265 0 0 0 1 1 0
20 3.8 4.1 41 320 29 -1 56 1 2 3 0 24 0 0 0 0 2 -1 -1 -1 -1 4.3 0 0 1 0 1 0
21 3.8 4.1 41 320 29 -1 57 1 2 3 0 24 0 0 0 0 2 -1 -1 -1 -1 4.265 0 0 1 0 1 0
22 3.8 4.1 41 320 29 -1 58 1 2 5 0 24 0 0 0 0 2 -1 -1 -1 -1 4.23 0 0 0 1 1 0
23 3.8 4.1 41 320 29 -1 59 1 2 5 0 24 0 0 0 0 2 -1 -1 -1 -1 4.125 0 0 0 1 1 0
2 3.3 2.7 15 360 25 -1 131 .3 1 1 12.5 19 1 1 1 1 2 -1 -1 -1 1 4.02 -1 -1 -1 -1 0 1
3 3.3 2.7 15 360 25 -1 132 .3 1 1 12.5 19 1 1 1 1 2 -1 -1 -1 1 4.26 -1 -1 -1 -1 0 1
4 3.3 2.7 15 360 25 -1 133 .3 1 1 12.5 19 1 1 1 1 2 -1 -1 -1 1 4.11 -1 -1 -1 -1 0 1
5 3.3 2.7 15 360 25 -1 134 .3 1 1 12.5 19 1 1 1 1 2 -1 -1 -1 1 3.91 -1 -1 -1 -1 0 1
6 3.3 2.7 15 360 25 -1 135 .3 1 1 12.5 19 1 1 1 1 2 -1 -1 -1 1 4.02 -1 -1 -1 -1 0 1
7 3.3 2.7 15 360 25 -1 136 .3 1 0 12.5 19 1 1 1 1 2 -1 -1 -1 1 3.74 1 0 0 0 0 1
8 3.3 2.7 15 360 25 -1 137 .3 1 1 12.5 19 1 1 1 1 2 -1 -1 -1 1 3.74 -1 -1 -1 -1 0 1
9 3.3 2.7 15 360 25 -1 138 .3 1 1 12.5 19 1 1 1 1 2 -1 -1 -1 1 4.13 -1 -1 -1 -1 0 1
10 3.3 2.7 15 360 25 -1 139 .3 1 0 12.5 19 1 1 1 1 2 -1 -1 -1 1 3.95 1 0 0 0 0 1
11 3.3 2.7 15 360 25 -1 140 .3 1 2 12.5 19 1 1 1 1 2 -1 -1 -1 1 4.14 0 1 0 0 0 1
12 3.3 2.7 15 360 25 -1 141 .3 1 1 12.5 19 1 1 1 1 2 -1 -1 -1 1 4.3 -1 -1 -1 -1 0 1
13 3.3 2.7 15 360 25 -1 142 .3 1 1 25 19 1 1 2 2 2 -1 -1 -1 1 4.3 -1 -1 -1 -1 0 1
14 3.3 2.7 15 360 25 -1 143 .3 1 1 12.5 19 1 1 1 1 2 -1 -1 -1 1 4.3 -1 -1 -1 -1 0 1
15 3.3 2.7 15 360 25 -1 144 .3 1 1 12.5 19 1 1 1 1 2 -1 -1 -1 1 4.215 -1 -1 -1 -1 0 1
16 3.3 2.7 15 360 25 -1 145 .3 1 1 12.5 19 1 1 1 1 2 -1 -1 -1 1 4.13 -1 -1 -1 -1 0 1
17 3.3 2.7 15 360 25 -1 146 .3 1 0 12.5 19 1 1 1 1 2 -1 -1 -1 1 4.205 1 0 0 0 0 1
18 3.3 2.7 15 360 25 -1 147 .3 1 0 25 19 1 1 2 2 2 -1 -1 -1 1 4.28 1 0 0 0 0 1
19 3.3 2.7 15 360 25 -1 148 .3 1 0 25 19 1 1 2 2 2 -1 -1 -1 1 4.185 1 0 0 0 0 1
20 3.3 2.7 15 360 25 -1 149 .3 1 1 25 19 1 1 2 2 2 -1 -1 -1 1 4.09 -1 -1 -1 -1 0 1
21 3.3 2.7 15 360 25 -1 150 .3 1 0 25 19 1 1 2 2 2 -1 -1 -1 1 4.125 1 0 0 0 0 1
22 3.3 2.7 15 360 25 -1 151 .3 1 1 25 19 1 1 2 2 2 -1 -1 -1 1 4.16 -1 -1 -1 -1 0 1
23 3.3 2.7 15 360 25 -1 152 .3 1 1 37.5 19 1 1 2 3 2 -1 -1 -1 1 4.19 -1 -1 -1 -1 0 1
2 3.2 2.4 18 440 12 -1 82 .8 2 3 0 17 0 0 0 0 2 -1 -1 -1 -1 4.22 0 0 1 0 -1 -1
3 3.2 2.4 18 440 12 -1 83 .8 2 4 0 17 0 0 0 0 2 -1 -1 -1 -1 4.14 0 0 0 1 -1 -1
4 3.2 2.4 18 440 12 -1 84 .8 2 3 12.5 17 1 1 1 1 2 -1 -1 -1 -1 4.06 0 0 1 0 -1 -1
5 3.2 2.4 18 440 12 -1 85 .8 2 3 12.5 17 1 1 1 1 2 -1 -1 -1 -1 3.87 0 0 1 0 -1 -1
6 3.2 2.4 18 440 12 -1 86 .8 2 1 0 17 0 0 0 0 2 -1 -1 -1 -1 3.82 -1 -1 -1 -1 -1 -1
7 3.2 2.4 18 440 12 -1 87 .8 2 1 0 17 0 0 0 0 2 -1 -1 -1 -1 3.78 -1 -1 -1 -1 -1 -1
8 3.2 2.4 18 440 12 -1 88 .8 2 1 0 17 0 0 0 0 2 -1 -1 -1 -1 3.75 -1 -1 -1 -1 -1 -1
9 3.2 2.4 18 440 12 -1 89 .8 2 0 0 17 0 0 0 0 2 -1 -1 -1 -1 4.2 1 0 0 0 -1 -1
10 3.2 2.4 18 440 12 -1 90 .8 2 0 0 17 0 0 0 0 2 -1 -1 -1 -1 4.1 1 0 0 0 -1 -1
11 3.2 2.4 18 440 12 -1 91 .8 2 1 0 17 0 0 0 0 2 -1 -1 -1 -1 4.23 -1 -1 -1 -1 -1 -1
12 3.2 2.4 18 440 12 -1 92 .8 2 1 0 17 0 0 0 0 2 -1 -1 -1 -1 4.11 -1 -1 -1 -1 -1 -1
13 3.2 2.4 18 440 12 -1 93 .8 2 1 0 17 0 0 0 0 2 -1 -1 -1 -1 4.125 -1 -1 -1 -1 -1 -1
14 3.2 2.4 18 440 12 -1 94 .8 2 1 0 17 0 0 0 0 2 -1 -1 -1 -1 4.14 -1 -1 -1 -1 -1 -1
15 3.2 2.4 18 440 12 -1 95 .8 2 1 0 17 0 0 0 0 2 -1 -1 -1 -1 4.265 -1 -1 -1 -1 -1 -1
16 3.2 2.4 18 440 12 -1 96 .8 2 0 0 17 0 0 0 0 2 -1 -1 -1 -1 4.39 1 0 0 0 -1 -1
17 3.2 2.4 18 440 12 -1 97 .9 2 1 0 17 0 0 0 0 2 -1 -1 -1 -1 4.305 -1 -1 -1 -1 -1 -1
18 3.2 2.4 18 440 12 -1 98 .9 2 1 0 17 0 0 0 0 2 -1 -1 -1 -1 4.22 -1 -1 -1 -1 -1 -1
19 3.2 2.4 18 440 12 -1 99 .9 2 3 0 17 0 0 0 0 2 -1 -1 -1 -1 4.24 0 0 1 0 -1 -1
20 3.2 2.4 18 440 12 -1 100 1 2 2 0 17 0 0 0 0 2 -1 -1 -1 -1 4.26 0 1 0 0 -1 -1
21 3.2 2.4 18 440 12 -1 101 1 2 3 0 17 0 0 0 0 2 -1 -1 -1 -1 4.235 0 0 1 0 -1 -1
22 3.2 2.4 18 440 12 -1 102 1 2 4 0 17 0 0 0 0 2 -1 -1 -1 -1 4.21 0 0 0 1 -1 -1
23 3.2 2.4 18 440 12 -1 103 1 2 3 0 17 0 0 0 0 2 -1 -1 -1 -1 4.11 0 0 1 0 -1 -1
2 2.7 1.9 27 390 25 -1 127 .9 1 4 0 12 0 0 0 0 1 1 0 0 1 4.01 0 0 0 1 0 1
3 2.7 1.9 27 390 25 -1 128 .9 1 4 0 12 0 0 0 0 1 1 0 0 1 4.18 0 0 0 1 0 1
4 2.7 1.9 27 390 25 -1 129 .9 1 4 0 12 0 0 0 0 1 1 0 0 1 3.83 0 0 0 1 0 1
5 2.7 1.9 27 390 25 -1 130 .9 1 1 0 12 0 0 0 0 1 1 0 0 1 4.04 -1 -1 -1 -1 0 1
6 2.7 1.9 27 390 25 -1 131 .9 1 1 12.5 12 1 1 1 1 1 1 0 0 1 3.98 -1 -1 -1 -1 0 1
7 2.7 1.9 27 390 25 -1 132 .9 1 2 12.5 12 1 1 1 1 1 1 0 0 1 3.86 0 1 0 0 0 1
8 2.7 1.9 27 390 25 -1 133 .9 1 2 12.5 12 1 1 1 1 1 1 0 0 1 3.94 0 1 0 0 0 1
9 2.7 1.9 27 390 25 -1 134 .9 1 3 12.5 12 1 1 1 1 1 1 0 0 1 4.09 0 0 1 0 0 1
10 2.7 1.9 27 390 25 -1 135 .9 1 4 12.5 12 1 1 1 1 1 1 0 0 1 3.93 0 0 0 1 0 1
11 2.7 1.9 27 390 25 -1 136 .9 1 2 12.5 12 1 1 1 1 1 1 0 0 1 4.36 0 1 0 0 0 1
12 2.7 1.9 27 390 25 -1 137 .9 1 1 37.5 12 1 1 2 3 1 1 0 0 1 4.29 -1 -1 -1 -1 0 1
13 2.7 1.9 27 390 25 -1 138 .8 1 2 37.5 12 1 1 2 3 1 1 0 0 1 4.245 0 1 0 0 0 1
14 2.7 1.9 27 390 25 -1 139 .8 1 2 37.5 12 1 1 2 3 1 1 0 0 1 4.2 0 1 0 0 0 1
15 2.7 1.9 27 390 25 -1 140 .8 1 1 37.5 12 1 1 2 3 1 1 0 0 1 4.1 -1 -1 -1 -1 0 1
16 2.7 1.9 27 390 25 -1 141 .6 1 3 50 12 1 2 3 4 1 1 0 0 1 4 0 0 1 0 0 1
17 2.7 1.9 27 390 25 -1 142 .6 1 4 37.5 12 1 1 2 3 1 1 0 0 1 4.13 0 0 0 1 0 1
18 2.7 1.9 27 390 25 -1 143 .6 1 2 50 12 1 2 3 4 1 1 0 0 1 4.26 0 1 0 0 0 1
19 2.7 1.9 27 390 25 -1 144 .6 1 4 37.5 12 1 1 2 3 1 1 0 0 1 4.28 0 0 0 1 0 1
20 2.7 1.9 27 390 25 -1 145 .6 1 2 37.5 12 1 1 2 3 1 1 0 0 1 4.3 0 1 0 0 0 1
21 2.7 1.9 27 390 25 -1 146 .6 1 2 50 12 1 2 3 4 1 1 0 0 1 4.35 0 1 0 0 0 1
22 2.7 1.9 27 390 25 -1 147 .6 1 1 37.5 12 1 1 2 3 1 1 0 0 1 4.4 -1 -1 -1 -1 0 1
23 2.7 1.9 27 390 25 -1 148 .6 1 4 37.5 12 1 1 2 3 1 1 0 0 1 4.435 0 0 0 1 0 1
2 3.7 2.9 10 390 16 -1 127 .7 2 1 0 23 0 0 0 0 2 -1 -1 -1 -1 4.47 -1 -1 -1 -1 -1 -1
3 3.7 2.9 10 390 16 -1 128 .7 2 3 0 23 0 0 0 0 2 -1 -1 -1 -1 4.34 0 0 1 0 -1 -1
4 3.7 2.9 10 390 16 -1 129 .7 2 1 0 23 0 0 0 0 2 -1 -1 -1 -1 4.33 -1 -1 -1 -1 -1 -1
5 3.7 2.9 10 390 16 -1 130 .7 2 1 0 23 0 0 0 0 2 -1 -1 -1 -1 4.3 -1 -1 -1 -1 -1 -1
6 3.7 2.9 10 390 16 -1 131 .7 2 1 0 23 0 0 0 0 2 -1 -1 -1 -1 4.15 -1 -1 -1 -1 -1 -1
7 3.7 2.9 10 390 16 -1 132 .7 2 1 0 23 0 0 0 0 2 -1 -1 -1 -1 4.13 -1 -1 -1 -1 -1 -1
8 3.7 2.9 10 390 16 -1 133 .7 2 1 0 23 0 0 0 0 2 -1 -1 -1 -1 4.05 -1 -1 -1 -1 -1 -1
9 3.7 2.9 10 390 16 -1 134 .9 2 1 0 23 0 0 0 0 2 -1 -1 -1 -1 4.2 -1 -1 -1 -1 -1 -1
10 3.7 2.9 10 390 16 -1 135 .9 2 2 0 23 0 0 0 0 2 -1 -1 -1 -1 4.14 0 1 0 0 -1 -1
11 3.7 2.9 10 390 16 -1 136 .8 2 1 0 23 0 0 0 0 2 -1 -1 -1 -1 4.38 -1 -1 -1 -1 -1 -1
12 3.7 2.9 10 390 16 -1 137 .8 2 1 12.5 23 1 1 1 1 2 -1 -1 -1 -1 4.69 -1 -1 -1 -1 -1 -1
13 3.7 2.9 10 390 16 -1 138 .8 2 2 0 23 0 0 0 0 2 -1 -1 -1 -1 4.615 0 1 0 0 -1 -1
14 3.7 2.9 10 390 16 -1 139 .8 2 1 0 23 0 0 0 0 2 -1 -1 -1 -1 4.54 -1 -1 -1 -1 -1 -1
15 3.7 2.9 10 390 16 -1 140 .9 2 2 0 23 0 0 0 0 2 -1 -1 -1 -1 4.545 0 1 0 0 -1 -1
16 3.7 2.9 10 390 16 -1 141 .9 2 1 0 23 0 0 0 0 2 -1 -1 -1 -1 4.55 -1 -1 -1 -1 -1 -1
17 3.7 2.9 10 390 16 -1 142 .9 2 1 0 23 0 0 0 0 2 -1 -1 -1 -1 4.405 -1 -1 -1 -1 -1 -1
18 3.7 2.9 10 390 16 -1 143 .8 2 1 0 23 0 0 0 0 2 -1 -1 -1 -1 4.26 -1 -1 -1 -1 -1 -1
19 3.7 2.9 10 390 16 -1 144 .8 2 3 0 23 0 0 0 0 2 -1 -1 -1 -1 4.315 0 0 1 0 -1 -1
20 3.7 2.9 10 390 16 -1 145 .7 2 1 0 23 0 0 0 0 2 -1 -1 -1 -1 4.37 -1 -1 -1 -1 -1 -1
21 3.7 2.9 10 390 16 -1 146 .7 2 1 0 23 0 0 0 0 2 -1 -1 -1 -1 4.39 -1 -1 -1 -1 -1 -1
22 3.7 2.9 10 390 16 -1 147 .7 2 2 0 23 0 0 0 0 2 -1 -1 -1 -1 4.41 0 1 0 0 -1 -1
23 3.7 2.9 10 390 16 -1 148 .7 2 1 0 23 0 0 0 0 2 -1 -1 -1 -1 4.255 -1 -1 -1 -1 -1 -1
